modelo,C,covariables,H,MAE,RMSE,MAPE,R2,t_inf_s,n_ventanas,escenario
chronos2,1024,U,6,4.202378158569336,5.40156393881297,16.45508298583232,-0.004536016537374454,0.004130140904718163,11,zs_C1024_U
chronos2,1024,U,12,4.559636756434585,6.015214588361085,16.002664976555735,-0.06485530117366811,0.004130140904718163,11,zs_C1024_U
chronos2,1024,U,24,4.507997195503928,5.732271967938051,15.931149666898989,-0.2603480167161196,0.004130140904718163,11,zs_C1024_U
chronos2,1024,U,48,5.025457258730223,6.166674227122032,17.288599130761646,-0.44803599821641815,0.004130140904718163,11,zs_C1024_U
chronos2,1024,PF,6,4.148457799969297,5.349676448854584,16.61448267282977,0.014670460207502178,0.03811169054824859,11,zs_C1024_PF
chronos2,1024,PF,12,4.458138688405356,5.943840436933553,15.988111502752187,-0.03973492323179362,0.03811169054824859,11,zs_C1024_PF
chronos2,1024,PF,24,4.317302303025216,5.528353590440373,15.627372781520824,-0.17227237988718147,0.03811169054824859,11,zs_C1024_PF
chronos2,1024,PF,48,4.438453726623997,5.516258165700498,15.790619305756659,-0.1586880100770316,0.03811169054824859,11,zs_C1024_PF
chronos2,512,U,6,4.071558440237333,5.29334341672335,16.050078914439663,0.035312588391714694,0.0021640498201701453,11,zs_C512_U_sub12
chronos2,512,U,12,4.619843180107347,6.049944742596126,16.150627156562063,-0.07718714796881776,0.0021640498201701453,11,zs_C512_U_sub12
chronos2,512,U,24,4.590201244932232,5.742937093104531,16.161161891978473,-0.26504223705534136,0.0021640498201701453,11,zs_C512_U_sub12
chronos2,512,U,48,5.057503221251747,6.102982949184155,17.3170296450739,-0.4182789576132333,0.0021640498201701453,11,zs_C512_U_sub12
chronos2,512,PF,6,4.064652245261453,5.291394184448249,16.389962179766684,0.03602293475272744,0.0199457706396722,11,zs_C512_PF_sub12
chronos2,512,PF,12,4.375281492291075,5.882827847023071,15.698442924155446,-0.01849904513701528,0.0199457706396722,11,zs_C512_PF_sub12
chronos2,512,PF,24,4.191381704735034,5.3264147505053625,15.158001688025447,-0.08819535722965632,0.0199457706396722,11,zs_C512_PF_sub12
chronos2,512,PF,48,4.237218275648175,5.316717887120379,14.997612591845169,-0.0763774221818152,0.0199457706396722,11,zs_C512_PF_sub12
ttm,1024,U,6,3.975570119222005,5.1550399127242,15.29154417475378,0.08506438300782893,0.0008142026384699751,11,zs1024_U
ttm,1024,U,12,4.340816347526782,5.853983023936617,14.87499625168995,-0.008535673427668033,0.0008142026384699751,11,zs1024_U
ttm,1024,U,24,4.310254726987896,5.48344177642519,15.050314604954288,-0.15330289068130365,0.0008142026384699751,11,zs1024_U
ttm,1024,U,48,4.773915948723301,5.918057843663058,16.214051598684534,-0.33363123223628843,0.0008142026384699751,11,zs1024_U
ttm,512,U,6,3.9861394940000587,5.119276032082606,15.379474796651635,0.09771535876145754,0.000580885548102246,11,zs512_U_sub12
ttm,512,U,12,4.3944989574316775,5.886507465946166,15.088967114527046,-0.019773554783744984,0.000580885548102246,11,zs512_U_sub12
ttm,512,U,24,4.479673124660145,5.640051454941194,15.62941340674251,-0.22012138738622,0.000580885548102246,11,zs512_U_sub12
ttm,512,U,48,4.976860879984768,6.109686728367492,16.89024794532966,-0.4213964661941094,0.000580885548102246,11,zs512_U_sub12
ttm,1024,PF,6,3.6566535441080723,5.122992643337565,14.003210068154267,0.0964047599437825,0.0007475085440091789,11,ft5_1024_PF
ttm,1024,PF,12,4.218337551463733,5.841538237855732,14.294185075898644,-0.004252207017457765,0.0007475085440091789,11,ft5_1024_PF
ttm,1024,PF,24,4.1569203593514175,5.346060869615707,14.506510658848704,-0.09623763097719906,0.0007475085440091789,11,ft5_1024_PF
ttm,1024,PF,48,4.486150564280424,5.573862742703352,15.356338462301434,-0.18301400541637625,0.0007475085440091789,11,ft5_1024_PF
