modelo,config,bloque_mes,H,n_ventanas,MAE,RMSE,R2
ttm,ttm_ft5_F,2025-09,48,23,4.359880979026573,5.4855563012380575,0.10945717021289392
xgb,xgb_E1,2025-10,6,2,5.133257732391358,6.552316246967873,-0.3199803112754309
xgb,xgb_E1,2025-10,12,2,5.367235762278239,6.873968251818893,-0.6890350668681136
xgb,xgb_E1,2025-10,24,2,5.0245707432429,6.3869507574327375,-0.8185812210964678
xgb,xgb_E1,2025-10,48,2,6.315390090942382,7.466634058748995,-1.4139654104877026
xgb,xgb_E3,2025-10,6,2,5.165794556935629,6.711268285005144,-0.38479967486865196
xgb,xgb_E3,2025-10,12,2,5.4091985925038655,6.930653281806767,-0.7170066152459091
xgb,xgb_E3,2025-10,24,2,5.064877971013387,6.419812369926294,-0.8373429913533583
xgb,xgb_E3,2025-10,48,2,6.361751191616058,7.523592573390743,-1.450935300880853
c2,c2_zs_U_C512,2025-10,6,2,5.252171910603842,6.821395305309099,-0.4306196582112931
c2,c2_zs_U_C512,2025-10,12,2,5.806299495697022,7.285462124533934,-0.8973079732331761
c2,c2_zs_U_C512,2025-10,24,2,5.674339108467102,6.913342221928336,-1.1306969194988494
c2,c2_zs_U_C512,2025-10,48,2,6.733333566188812,7.833543438546564,-1.6570383384170024
c2,c2_zs_F_C256,2025-10,6,2,5.560411726633707,6.95046557018978,-0.48527046536614327
c2,c2_zs_F_C256,2025-10,12,2,5.565914697647095,6.938384692534498,-0.7208395259821765
c2,c2_zs_F_C256,2025-10,24,2,5.360568466186524,6.565365165969241,-0.9216015471331205
c2,c2_zs_F_C256,2025-10,48,2,6.467059187094371,7.530898978718924,-1.455697978247363
ttm,ttm_zs_U,2025-10,6,2,5.311883049011231,6.5600366593677215,-0.3230927361774989
ttm,ttm_zs_U,2025-10,12,2,5.527708101272584,6.8360124665818125,-0.6704339746027836
ttm,ttm_zs_U,2025-10,24,2,5.204649089177449,6.364173190875348,-0.8056332608222827
ttm,ttm_zs_U,2025-10,48,2,6.255687881310781,7.2875707123908695,-1.2995712614739152
ttm,ttm_ft5_F,2025-10,6,2,4.899634119669597,6.06406889107278,-0.13059225332870805
ttm,ttm_ft5_F,2025-10,12,2,4.95890785853068,6.19379855533202,-0.3713167324144011
ttm,ttm_ft5_F,2025-10,24,2,4.595247782071431,5.755390586552428,-0.4767098469067479
ttm,ttm_ft5_F,2025-10,48,2,5.757998665173848,6.793303711021318,-0.9982203211568106
xgb,xgb_E1,2025-11,6,2,3.9288372866312664,5.065374841035997,-0.26203172144969855
xgb,xgb_E1,2025-11,12,2,4.212558933893839,5.030595428543114,-2.569055291701261e-05
xgb,xgb_E1,2025-11,24,2,4.161744952201843,4.815616567770933,-0.05753127374238676
xgb,xgb_E1,2025-11,48,2,4.771968413988749,5.362266785323644,-0.3646702012098655
xgb,xgb_E3,2025-11,6,2,3.9327525965372723,5.2809578043343315,-0.371742164212697
xgb,xgb_E3,2025-11,12,2,4.099287776947022,5.038470501169179,-0.003159092620499404
xgb,xgb_E3,2025-11,24,2,4.116208751996358,4.819437273397686,-0.059210028062557596
xgb,xgb_E3,2025-11,48,2,5.1262854695320135,5.832848472233746,-0.6147015508259954
c2,c2_zs_U_C512,2025-11,6,2,4.377394453684489,5.268044926299718,-0.36504206016563834
c2,c2_zs_U_C512,2025-11,12,2,5.423425200780232,6.266211532347791,-0.5516096664091517
c2,c2_zs_U_C512,2025-11,24,2,5.527851338386536,6.308446868181196,-0.8148231844623053
c2,c2_zs_U_C512,2025-11,48,2,4.5651990008354195,5.424536141885686,-0.396548709880997
c2,c2_zs_F_C256,2025-11,6,2,4.184154389699301,5.754965795835614,-0.6290431452994392
c2,c2_zs_F_C256,2025-11,12,2,3.8511570072174073,5.164892653852485,-0.05413194053155235
c2,c2_zs_F_C256,2025-11,24,2,4.065984183947244,5.170994829237068,-0.2193759538964779
c2,c2_zs_F_C256,2025-11,48,2,5.557337287267049,6.489872216392604,-0.9989556801334203
ttm,ttm_zs_U,2025-11,6,2,4.0907466570536295,5.0934339260041,-0.27605221759992626
ttm,ttm_zs_U,2025-11,12,2,4.543955329259236,5.26593053342152,-0.09577812136445618
ttm,ttm_zs_U,2025-11,24,2,4.62832192103068,5.277187659889445,-0.2699730236752207
ttm,ttm_zs_U,2025-11,48,2,4.498274494012197,5.077337219052464,-0.22349695018494486
ttm,ttm_ft5_F,2025-11,6,2,4.207274583180745,5.416431896614185,-0.4430243749243481
ttm,ttm_ft5_F,2025-11,12,2,4.330480209986368,5.241335047106025,-0.08556596403070515
ttm,ttm_ft5_F,2025-11,24,2,4.523896226882935,5.2182225939967,-0.2417512940385469
ttm,ttm_ft5_F,2025-11,48,2,4.549446558952332,5.142790128820204,-0.25524493320570807
