modelo,C,covariables,H,MAE,RMSE,MAPE,R2,t_inf_s,n_ventanas,escenario
chronos2,128,P,6,3.6910332214516934,4.7805937879325775,18.215412896865153,0.25808153914508714,0.006139001999852351,36,zs_C128_P
chronos2,128,P,12,3.938530403949596,5.136651523334695,18.616061147738005,0.309739278299741,0.006139001999852351,36,zs_C128_P
chronos2,128,P,24,3.9887988015457436,5.100752875240829,18.270370861233356,0.23151873850475801,0.006139001999852351,36,zs_C128_P
chronos2,128,P,48,4.382359053750097,5.467511119229398,19.927286307688096,0.15368724386571564,0.006139001999852351,36,zs_C128_P
chronos2,128,F,6,3.615245119125124,4.60923246992835,17.750646555588094,0.3103166886773462,0.0030361632509286413,36,zs_C128_F
chronos2,128,F,12,3.7905183613741844,4.872852229162105,17.939525242236922,0.3788171788478524,0.0030361632509286413,36,zs_C128_F
chronos2,128,F,24,3.856516843769285,4.9211654193165115,17.626815880939162,0.28467954636089954,0.0030361632509286413,36,zs_C128_F
chronos2,128,F,48,4.135371734698613,5.223496419300781,18.70931312236748,0.22754330846654303,0.0030361632509286413,36,zs_C128_F
chronos2,128,PF,6,3.659047109210302,4.70310313621759,18.10142713846031,0.28193873917702117,0.008163804776914831,36,zs_C128_PF
chronos2,128,PF,12,3.888425663400579,5.0177017532349355,18.495003057287956,0.34133795020546376,0.008163804776914831,36,zs_C128_PF
chronos2,128,PF,24,3.857646915382809,4.924772593384142,17.73909395281214,0.2836305139327915,0.008163804776914831,36,zs_C128_PF
chronos2,128,PF,48,4.137218915753895,5.1723331248208675,18.90564091594424,0.24260137419581496,0.008163804776914831,36,zs_C128_PF
chronos2,256,U,6,3.6305802657112243,4.673500407422282,17.753347907826775,0.29094967283331796,0.0007737155279351606,36,zs_C256_U
chronos2,256,U,12,3.8827210141994337,5.025897526561313,18.180382296946494,0.3391845127173939,0.0007737155279351606,36,zs_C256_U
chronos2,256,U,24,3.9735467730628122,5.02977194531127,18.13405881354799,0.2527579478631854,0.0007737155279351606,36,zs_C256_U
chronos2,256,U,48,4.409439565340677,5.449054395276762,19.95922783772405,0.15939141017548475,0.0007737155279351606,36,zs_C256_U
chronos2,256,P,6,3.646825481798283,4.685952659004519,17.844445565889444,0.2871661980018355,0.010669090026769683,36,zs_C256_P
chronos2,256,P,12,3.9530112856405757,5.1366089984174765,18.461943955852703,0.309750707207625,0.010669090026769683,36,zs_C256_P
chronos2,256,P,24,3.974411685113554,5.062351292446087,18.11020264048706,0.24304637353495484,0.010669090026769683,36,zs_C256_P
chronos2,256,P,48,4.341514806526678,5.395488772607899,19.65700907756466,0.17583698115702062,0.010669090026769683,36,zs_C256_P
chronos2,256,F,6,3.470786172120029,4.49331173506266,16.940175249008163,0.3445710925796519,0.005393012027424347,36,zs_C256_F
chronos2,256,F,12,3.6881299165443133,4.795640867330411,17.267095206431655,0.3983467612894671,0.005393012027424347,36,zs_C256_F
chronos2,256,F,24,3.7794295197504537,4.782203162103874,17.23273003095882,0.3245071433897462,0.005393012027424347,36,zs_C256_F
chronos2,256,F,48,4.018221111937805,5.067582751348787,18.25099414313046,0.27296848721956257,0.005393012027424347,36,zs_C256_F
chronos2,256,PF,6,3.565114896486676,4.616309428922664,17.450860339122514,0.30819720021507335,0.015433410611068312,36,zs_C256_PF
chronos2,256,PF,12,3.8332256619135534,4.979563092719306,17.959628759762772,0.3513126443406004,0.015433410611068312,36,zs_C256_PF
chronos2,256,PF,24,3.8622524737428736,4.858520750398351,17.63603969143517,0.30277517824538036,0.015433410611068312,36,zs_C256_PF
chronos2,256,PF,48,4.052777220871714,5.0868831637634875,18.56096487345914,0.26741999204896394,0.015433410611068312,36,zs_C256_PF
chronos2,512,U,6,3.6314222479875755,4.718557676583748,17.431430126109504,0.2772118431413412,0.0014228201390425158,36,zs_C512_U
chronos2,512,U,12,4.008669548829396,5.162386078677558,18.412616216497298,0.3028055588354631,0.0014228201390425158,36,zs_C512_U
chronos2,512,U,24,4.119436272029524,5.1150596568443065,18.56905417548525,0.22720176305961848,0.0014228201390425158,36,zs_C512_U
chronos2,512,U,48,4.534515869727841,5.493774974145026,20.247505902502454,0.1455369827872096,0.0014228201390425158,36,zs_C512_U
chronos2,512,P,6,3.672302036739531,4.770500161474704,17.660676826607578,0.2612111680011835,0.01812042808321874,36,zs_C512_P
chronos2,512,P,12,4.0253961195769135,5.227958555117399,18.53588853275737,0.2849815867898208,0.01812042808321874,36,zs_C512_P
chronos2,512,P,24,4.0512430094789575,5.145218421377514,18.34804501016994,0.2180619482961682,0.01812042808321874,36,zs_C512_P
chronos2,512,P,48,4.407437397550654,5.45456919191619,19.866203902302214,0.15768904828014607,0.01812042808321874,36,zs_C512_P
chronos2,512,F,6,3.6404714256871946,4.733542539749351,17.57206962241112,0.272613794183442,0.009535215389203384,36,zs_C512_F
chronos2,512,F,12,3.9511641105899105,5.121020813206079,18.326342097955617,0.3139337810665921,0.009535215389203384,36,zs_C512_F
chronos2,512,F,24,3.9098033324877415,4.950105934313374,17.847889376826163,0.27624145813835355,0.009535215389203384,36,zs_C512_F
chronos2,512,F,48,4.0951351619870575,5.142653429537382,18.71468657433009,0.25126859061582973,0.009535215389203384,36,zs_C512_F
chronos2,512,PF,6,3.6676455355699726,4.773993546071878,17.722401337583253,0.2601287580183842,0.02716925558343064,36,zs_C512_PF
chronos2,512,PF,12,3.978066953818003,5.163325803899986,18.459247465329277,0.3025517107804202,0.02716925558343064,36,zs_C512_PF
chronos2,512,PF,24,3.9756126748190983,5.0221014249924485,18.12810151238237,0.25503533335532114,0.02716925558343064,36,zs_C512_PF
chronos2,512,PF,48,4.19765583925777,5.24385032454584,19.157876173979474,0.221511661748917,0.02716925558343064,36,zs_C512_PF
chronos2,512,U,6,3.658475529100529,4.7164473486805765,17.433482556476278,0.2778582181685998,0.002074991582453044,36,ft_C512_U
chronos2,512,U,12,3.9494733796296297,5.11807007006101,18.101918069249407,0.31472417893182325,0.002074991582453044,36,ft_C512_U
chronos2,512,U,24,4.026872106481481,5.073781924511882,18.076589867216356,0.23962415868426157,0.002074991582453044,36,ft_C512_U
chronos2,512,U,48,4.474103009259259,5.487513336857939,19.83593189116139,0.14748365458879464,0.002074991582453044,36,ft_C512_U
chronos2,512,P,6,3.6613921957671955,4.750392481273861,17.575881359912426,0.26742603915794283,0.012572441916240172,36,ft_C512_P
chronos2,512,P,12,4.020931712962963,5.211145927456888,18.47223314645069,0.28957305723591575,0.012572441916240172,36,ft_C512_P
chronos2,512,P,24,4.048909143518518,5.136172769993128,18.28852343310549,0.22080893429609383,0.012572441916240172,36,ft_C512_P
chronos2,512,P,48,4.425575810185186,5.466106174654453,19.86379071488161,0.15412212903466904,0.012572441916240172,36,ft_C512_P
chronos2,512,F,6,3.6255588624338624,4.6729452181174596,17.46095523760644,0.2911181263442293,0.0062499908623673646,36,ft_C512_F
chronos2,512,F,12,3.9564988425925924,5.097262280052328,18.267675705555305,0.3202849038409664,0.0062499908623673646,36,ft_C512_F
chronos2,512,F,24,3.933075810185185,4.939626781085676,17.823594582068257,0.2793025436452886,0.0062499908623673646,36,ft_C512_F
chronos2,512,F,48,4.125069444444444,5.135447185585949,18.674777234917634,0.2533654695753226,0.0062499908623673646,36,ft_C512_F
chronos2,512,PF,6,3.668058862433863,4.756327023754486,17.602362719228527,0.2655945244306077,0.018139511083265662,36,ft_C512_PF
