modelo,fuente_cuantil,nominal,h,cobertura,anchura_media
c2_ens_ctx_F,conformal,80,10,88.89,16.176
c2_ens_ctx_F,conformal,80,11,83.33,11.739
c2_ens_ctx_F,conformal,80,12,94.44,13.738
c2_ens_ctx_F,conformal,80,13,86.11,13.326
c2_ens_ctx_F,conformal,80,14,83.33,12.652
c2_ens_ctx_F,conformal,80,15,83.33,11.883
c2_ens_ctx_F,conformal,80,16,77.78,10.643
c2_ens_ctx_F,conformal,80,17,86.11,13.755
c2_ens_ctx_F,conformal,80,18,97.22,18.897
c2_ens_ctx_F,conformal,80,19,83.33,12.618
c2_ens_ctx_F,conformal,80,20,83.33,13.703
c2_ens_ctx_F,conformal,80,21,72.22,10.524
c2_ens_ctx_F,conformal,80,22,80.56,11.706
c2_ens_ctx_F,conformal,80,23,77.78,12.616
c2_ens_ctx_F,conformal,80,24,75.0,11.467
c2_ens_ctx_F,conformal,80,25,69.44,10.154
c2_ens_ctx_F,conformal,80,26,77.78,13.348
c2_ens_ctx_F,conformal,80,27,88.89,14.205
c2_ens_ctx_F,conformal,80,28,72.22,10.069
c2_ens_ctx_F,conformal,80,29,58.33,8.627
c2_ens_ctx_F,conformal,80,30,72.22,11.487
c2_ens_ctx_F,conformal,80,31,75.0,13.089
c2_ens_ctx_F,conformal,80,32,83.33,13.782
c2_ens_ctx_F,conformal,80,33,72.22,13.248
c2_ens_ctx_F,conformal,80,34,91.67,17.567
c2_ens_ctx_F,conformal,80,35,72.22,14.502
c2_ens_ctx_F,conformal,80,36,86.11,13.275
c2_ens_ctx_F,conformal,80,37,88.89,13.23
c2_ens_ctx_F,conformal,80,38,80.56,13.09
c2_ens_ctx_F,conformal,80,39,83.33,13.386
c2_ens_ctx_F,conformal,80,40,80.56,11.503
c2_ens_ctx_F,conformal,80,41,86.11,13.952
c2_ens_ctx_F,conformal,80,42,100.0,19.623
c2_ens_ctx_F,conformal,80,43,88.89,14.75
c2_ens_ctx_F,conformal,80,44,94.44,17.41
c2_ens_ctx_F,conformal,80,45,77.78,12.573
c2_ens_ctx_F,conformal,80,46,86.11,13.767
c2_ens_ctx_F,conformal,80,47,63.89,12.218
c2_ens_ctx_F,conformal,80,48,75.0,12.264
